Protein	Protein_name	MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R01	MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R02	MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R03	MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R01	MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02	MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R03
P43588	RPN11_YEAST	8385459.542	10984782.24	10159215.24	4622384.855	5131442.094	4971724.636
P21964	COMT_HUMAN	81582847.97	88256954.89	80848286.31	94659277.53	93392290.72	89759162.52
Q9N3X2	RS4_CAEEL	133720151.6	140999873	137431509.7	171748459.8	160308459.1	185856412.4
Q8N142	PURA1_HUMAN	6929029.435	7384723.657	5771878.035	7075943.367	6683520.342	6714677.551
Q09510	MLRH_CAEEL	7239551.541	7690169.623	7466804.131	10289775.97	10173219.23	10954353.95
Q9BKU3	Q9BKU3_CAEEL	6493462.427	5814666.941	6711612.335	7852947.075	7465085.629	8632069.906
P29992	GNA11_HUMAN	10183883.64	9686581.8	8560942.248	10213077.5	10552112.94	9844332.324
Q7JKP6	Q7JKP6_CAEEL	2979700.796	3283839.666	2607266.019	4295427.247	4010728.369	3701032.081
P48200	IREB2_HUMAN	4483677.833	4552749.346	3910878.094	4821684.941	4169116.208	4095069.362
P0CX82	RL19A_YEAST	95005067.56	107888043.5	90559235.14	49149669.88	54579610.17	51126505.28
Q92888	ARHG1_HUMAN	5553868.491	5575761.011	5638594.718	6099721.829	5696698.266	6080265.698
Q7Z3U7	MON2_HUMAN	2878353.557	2862580.186	2567290.498	3254409.549	2900978.301	3472162.473
P41236	IPP2_HUMAN	15669194.66	16170960.52	16503736.9	16850603.04	15663949.42	17094299.7
O95373	IPO7_HUMAN	18374641.84	18336388.53	18014269.81	18683771.32	17747974.55	18558635.53
P32454	APE2_YEAST	12844013.13	12687298.07	13096158.61	7356983.828	6861699.714	7427454.99
P46934	NEDD4_HUMAN	2456282.205	2330365.973	2540768.107	2335123.49	2675424.901	2920139.036
P14635	CCNB1_HUMAN	5063121.494	4570308.218	4944330.781	6090235.292	5929599.767	5525364.608
O00267	SPT5H_HUMAN	11338556.23	11350748.71	12403774.67	12242453.29	11987186.78	12805529.38
Q9NUS5	AP5S1_HUMAN	11085133.75	11159651.78	10679440.21	10535625.9	12167678.38	10877023.3
O95834	EMAL2_HUMAN	8522491.536	8324661.812	8332609.16	9548441.111	8578935.4	8691076.428
Q9NW08	RPC2_HUMAN	2275215.163	2551724.069	2870136.969	2698583.022	2759273.93	2706753.851
O17071	PRS10_CAEEL	16207277.48	17612365.09	17891822.69	19625699.55	18110979.68	20597442.01
G8XYY4	G8XYY4_CAEEL	61304948.35	89983780.23	72490468.8	74001316.2	72835347.81	76207953.88
Q96T51	RUFY1_HUMAN	16834085.69	16362397.62	15740131.31	16457774.98	16092075.19	15599507.85
O43169	CYB5B_HUMAN	17856123.13	18736466.08	16570948.05	17762444.02	17067234.39	17231824.98
Q6NZY4	ZCHC8_HUMAN	3907940.085	4040257.218	3476513.578	4117329.36	4064386.406	3650410.2
O00429	DNM1L_HUMAN	15773992.62	16694318.74	16050013.33	15205532.68	15046657.33	16428440.56
Q12296	MAM3_YEAST	468912.7162	NA	NA	NA	NA	NA
O02639	RL19_CAEEL	71646902.69	71671978.86	76201341.32	83321026.33	88132647.35	96451080.65
Q9UAT3	Q9UAT3_CAEEL	2846555.235	4197636.609	3645819.221	6357698.126	6034504.236	6726905.783
F5GUG6	F5GUG6_CAEEL	207411.7791	NA	NA	NA	NA	NA
O43482	MS18B_HUMAN	707214.1311	1413115.122	885351.3166	NA	NA	NA
Q01970	PLCB3_HUMAN	3925452.257	3534282.815	3385695.799	3473951.568	3697651.297	3476492.449
O95707	RPP29_HUMAN	2420074.55	2973633.452	1882714.095	1914196.778	1732312.933	1763571.431
O44466	O44466_CAEEL	1509031.116	1828720.048	1036311.086	1811315.38	2303136.329	1981028.722
P53041	PPP5_HUMAN	10732744.06	10102076.63	9665475.942	11419819.1	11397064.76	11260888.47
O14925	TIM23_HUMAN	3936089.229	3879710.117	2856726.922	4510510.66	3292961.701	2726998.689
P19414	ACON_YEAST	39651629.58	36599397	37052868.72	19723455.92	19721079.72	19505508.2
P51151	RAB9A_HUMAN	7473506.758	7164855.567	6386567.482	6453249.004	6743563.146	6704468.826
Q92974	ARHG2_HUMAN	5943264.366	6170518.882	5862686.806	6673444.895	5979051.772	6370564.913
P56545	CTBP2_HUMAN	9205195.806	9118626.571	8156506.9	9204747.666	9073849.642	8976896.331
P35732	DEF1_YEAST	9691543.333	8740153.352	7321048.697	5640262.811	4997814.528	6093074.584
P22059	OSBP1_HUMAN	6073154.448	5588338.697	4965931.781	6280660.166	5647345.973	5834132.15
Q5SY16	NOL9_HUMAN	4335455.926	4491912.956	4602170.664	4331980.298	4765670.049	5049771.48
Q96B97	SH3K1_HUMAN	5903865.362	6340570.719	6360873.842	6130165.721	6364311.078	6145112.769
Q9XWP7	Q9XWP7_CAEEL	10947652.75	12296161.64	10440654.52	14310201.68	14133486.75	14078174.02
Q06151	DCPS_YEAST	21287248.14	18402629.9	20669732.99	10182588.65	11232193.79	11138593.56
P07262	DHE4_YEAST	71897745.59	65043451.97	68010588.88	35072247.49	36452601.71	44003390.48
Q9H0D6	XRN2_HUMAN	8378554.75	9193369.52	8379077.37	8994300.217	8551906.707	9674061.487
O17680	METK1_CAEEL	49856765.75	46133799.04	41141394.8	53928399.41	58890378.69	59876420.69
Q00955	ACAC_YEAST	23003975.06	22140672.51	21658367.31	12047866.27	12020430.71	12441389.79
Q12802	AKP13_HUMAN	7456347.923	7723489.645	7194315.905	7660635.007	7881962.005	8128452.627
P32499	NUP2_YEAST	3783102.73	3620677.566	3085197.46	2092638.961	2193707.26	1731879.719
Q7Z2Z2	ETUD1_HUMAN	13130650.46	11616273.63	11251620.93	12163236.32	11783902.56	10980869.11
Q9NX74	DUS2L_HUMAN	3225130.637	3165193.41	2295930.527	3320275.215	2930476.371	2754431.48
Q7Z4W1	DCXR_HUMAN	3110194.966	3482025.945	3490558.541	3148109.258	3621014.21	3271359.22
Q9Y2V2	CHSP1_HUMAN	25482677.02	28777753.79	26092407.28	26320784.56	26959832.06	28208892.99
Q14677	EPN4_HUMAN	16771248.91	15343294.22	15424056.17	15990092.93	15818315.07	16526986.13
Q9Y2W2	WBP11_HUMAN	15006882.15	15058035.47	13770516.96	14320291.19	14906879.74	15916144.94
Q08752	PPID_HUMAN	5757634.65	5353515.904	5305616.013	5469248.824	5913076.421	5198875.488
Q93008	USP9X_HUMAN	7810234.902	7104369.966	7561858.203	7558640.585	7118366.973	7766172.64
Q9N3F0	RPF2_CAEEL	2857020.093	3040373.124	2926108.064	4192318.611	4039388.605	3247081.283
P11171	41_HUMAN	3196540.991	2784557.968	2996957.15	3217872.467	3036625.44	3054831.202
Q9HCN4	GPN1_HUMAN	5438255.086	5570719.328	5982001.671	5616118.983	6093400.906	5669030.686
P11234	RALB_HUMAN	18962587.14	18715451.67	14429348.75	16230830.65	18792969.94	12014415.59
P36421	SYYC_YEAST	29007487.74	24660120.45	23992362.75	15524784.75	17008089.01	14072893.79
Q20121	Q20121_CAEEL	5770243.768	6321165.987	5916566.507	7357773.436	7325949.885	7591986.29
Q9UNE7	CHIP_HUMAN	6159506.279	6587386.203	6582856.155	6589553.519	6724754.872	6657952.964
Q9NVX2	NLE1_HUMAN	11227716.11	10273555.5	11583934.51	12257189.96	10549844.1	10653897.06
O18180	O18180_CAEEL	18029975.56	16743102.24	13434515.6	19642842.85	17534897.99	17869004.06
P90860	P90860_CAEEL	23905571.32	20629249.95	20798539.44	29240179.36	30241521.97	32322908.81
O16319	O16319_CAEEL	2134751.377	3834574.508	2601223.794	2229985.351	3100013.245	2821640.397
P84090	ERH_HUMAN	52098676.22	46652377.1	47099101.3	45909156.95	47173028.24	47773772.41
P28072	PSB6_HUMAN	77160031.69	74600988.63	76345455.39	83674022.95	78114498.07	83676579.23
P40024	ARB1_YEAST	17672815.88	19972857.51	19647576.17	11581737.46	13130815.83	11855711.08
P25303	SCJ1_YEAST	1775435.634	1958614.996	1287943.364	1134915.753	1009689.37	965538.771
Q03252	LMNB2_HUMAN	33327041.27	32187882.29	33460476.45	34239958.49	35026995.18	34386088.68
P32860	NFU1_YEAST	2696810.432	2767121.807	2872410.065	903784.1404	922314.9475	1302460.15
Q8N357	S35F6_HUMAN	3146419.874	6536288.694	5838061.757	4924773.048	4184077.836	5892874.43
P22087	FBRL_HUMAN	68705821.97	76421225.65	74202603.47	74992114.86	79355504.35	81384199.49
P78406	RAE1L_HUMAN	16315596.07	14599395.88	14506339.82	15209681.12	14756549.02	16136946.21
O14965	AURKA_HUMAN	7121549.509	7001213.046	6075094.291	7571718.097	6986183.884	6189719.709
P11216	PYGB_HUMAN	33515406.32	32298635.01	30640168.89	32095540.04	33036133.9	31987054.55
P25443	RS2_YEAST	100422548.3	103940746.8	87053708.99	48640228.46	48742490.23	51820536.42
P00890	CISY1_YEAST	57675090.13	57965565.85	51504293.52	36892215.05	35548723.09	33543771.46
P36046	MIA40_YEAST	8223788.676	9879357.371	7902089.237	3799071.156	5276742.544	5282155.616
P38682	GLO3_YEAST	2081449.224	2288469.698	1747787.733	1132171.321	1032338.784	NA
P12688	YPK1_YEAST	2749760.926	3211134.35	2889205.788	1444894.482	1224669.408	1465348.728
P20449	DBP5_YEAST	6108352.66	6350694.55	6433517.246	3529867.376	3898487.97	3393322.326
P36957	ODO2_HUMAN	17246016.12	19904427.26	21779062.41	17894410.28	20057859.38	20653016.22
Q15785	TOM34_HUMAN	13187554.68	12495395.6	13268509.52	13244494.78	13173001.77	13563298.83
Q9H1K1	ISCU_HUMAN	4447862.456	3957574.929	4578813.609	4552123.001	4540165.539	3978522.019
P33338	SLA2_YEAST	5182085.827	5862454.791	4853682.821	3550373.853	2943038.356	3781883.496
O95453	PARN_HUMAN	8049999.545	7665692.097	6879907.891	8114640.302	7602442.094	7945799.378
Q65ZB1	Q65ZB1_CAEEL	7522829.1	7892065.687	7998534.853	9099396.158	9548661.383	10108847.82
Q15393	SF3B3_HUMAN	36315589.05	39629727.34	38424237.54	37838375.73	39914820.08	38656550.27
O17836	O17836_CAEEL	489484807.3	456120046.5	474502445.8	574275747.4	628637954.8	644582357.7
O15084	ANR28_HUMAN	2495362.361	3015764.743	2407559.14	2703733.634	2629267.465	2285330.651
Q99504	EYA3_HUMAN	217358.3455	1112229.727	NA	NA	1863118.889	NA
P22138	RPA2_YEAST	3312400.197	3444405.3	3098910.72	1904433.74	2168997.767	1489969.1
P08243	ASNS_HUMAN	20342114.95	20434388.69	20527048.12	22360301.59	22782601.93	21310189.16
Q16851	UGPA_HUMAN	14680701.92	15558395.94	14635910.06	16571929.06	15923405.68	16502392.87
Q9NZM5	GSCR2_HUMAN	3805100.567	3262223.824	3480153.982	3741118.695	3622979.163	3689631.095
P34446	PAT2_CAEEL	3397518.26	3490314.931	3598226.671	4980459.086	4491070.258	5393153.123
P47208	TCPD_CAEEL	17179875.13	16775591.72	17837877.21	22690640.4	21943555.53	22100860.13
Q9H444	CHM4B_HUMAN	20080804.87	18669442.32	21903659.65	20933578.53	21114193.79	20853409.12
P00374	DYR_HUMAN	11770158.38	10525357.32	10317312.47	12088463.17	12459922.36	12190414.24
P98080	UCR1_CAEEL	57020052.27	59851667	62244518.93	79800225.6	77014263.92	75920898.04
Q12118	SGT2_YEAST	28209222.37	23657043.74	24338246.99	14289491.33	14806180.6	15661907.4
Q9UBV8	PEF1_HUMAN	4143361.801	4173472.447	3591853.109	4549133.521	4869143.914	4167505.238
P18846	ATF1_HUMAN	20463458.41	18560542.81	27183752.06	19094557.35	24465764.66	23262557.73
P63167	DYL1_HUMAN	5061372.31	4067373.712	5070227.701	5500374.361	5146290.727	5786231.385
Q9Y4H2	IRS2_HUMAN	14268579.11	12144465.23	12690632.21	13398785.38	13646057.51	13900435.44
Q27487	CATA1_CAEEL	9595274.966	10295493.97	10491010.14	15330196.66	16152059.19	15753909.83
P41058	RS29B_YEAST	43929108.13	44772299.76	41295914.34	26661195.89	25175088.22	22581027.46
P23291	KC11_YEAST	6614950.685	3686629.849	8259538.478	4759967.637	NA	6296793.251
Q00341	VIGLN_HUMAN	12491425.43	11769683.65	11605615.79	12946131.8	12169421.05	12102477.61
O43795	MYO1B_HUMAN	4037580.981	3575570.394	3741755.52	3870785.242	3736989.03	3903382.05
P22061	PIMT_HUMAN	24908726.51	24937865.98	20021669.5	21947210.06	21609068.72	20913718.15
P38625	GUAA_YEAST	61190823.04	57854474.7	57449275.47	34017229.78	31383306.92	35626539.5
Q10471	GALT2_HUMAN	14511491.77	13166068.14	13181899.76	13752504.51	13375633.54	13294906.93
Q16719	KYNU_HUMAN	95908490.78	99077848.47	97169722.84	96450563.47	100184902.6	99981755.43
O75832	PSD10_HUMAN	25452899.74	24241500.28	24315767.88	22161901.63	22980139.46	25197042.65
P38174	MAP2_YEAST	5503816.933	4905513.176	5367434.946	3278895.84	3095921.874	2923429.45
Q9BV68	RN126_HUMAN	6259280.818	4752577.185	6437614.633	5970043.532	5717132.385	4993563.042
O45784	O45784_CAEEL	543544.3914	NA	NA	NA	514637.4343	NA
G5EBH7	G5EBH7_CAEEL	23081255.73	22188289.4	21001593.3	30895672.25	25955666.85	29603375.54
Q29RF7	PDS5A_HUMAN	15557052.52	14810938.38	13778696.46	15163657.08	14792280.94	14581312.44
P43121	MUC18_HUMAN	11928456.64	10647038.62	10470010.16	12114699.04	10986854.44	10997231.29
Q9HB71	CYBP_HUMAN	55355780.23	51587336.15	54530153.71	51558002.32	54707862.67	54333373.19
Q9TXY8	Q9TXY8_CAEEL	12695897.48	9514988.287	10593383.08	13288738.03	13304711.24	11630918.44
P32521	PAN1_YEAST	3581867.293	3136434.017	3496372.717	1926764.533	2619482.093	2289981.166
Q15014	MO4L2_HUMAN	9712459.662	10361569.08	11386637.18	12652758.82	11505041.6	10401454.68
O15027	SC16A_HUMAN	7627738.493	7107686.744	7319613.059	7755714.488	8206156.764	8360181.585
P32774	T2AG_YEAST	1376676.782	898077.9998	1459715.534	430119.3074	402819.0434	631176.0721
P14209	CD99_HUMAN	23500716.73	21880017.2	24768818.05	23382079.57	23141716.99	19767516.02
Q96JB5	CK5P3_HUMAN	5201999.931	4636873.783	4184270.711	4165458.961	4688952.134	4920487.874
O17626	O17626_CAEEL	13954222.63	15287665.12	14697197.98	20183515.88	22864348.87	20825406.39
Q6PD62	CTR9_HUMAN	7152727.088	7291739.171	6969589.624	8240496.332	7350975.362	7866608.546
O75083	WDR1_HUMAN	60621501.63	56662749.59	58088448.08	63129608.96	62688865.98	69494755.43
P47985	UCRI_HUMAN	30185354.62	28324619.85	25547591.4	25564030.09	28592697.87	28455252.25
Q21930	RL28_CAEEL	76114045.51	70828953.8	79833484.3	88107072.24	91547028.07	96515047.24
Q13895	BYST_HUMAN	7299303.872	6710403.441	7084543.37	7102444.584	7199586.339	6764212.708
P28777	AROC_YEAST	15229495.98	13649210.88	13668919.19	8814922.436	8112183.516	7360525.035
Q14241	ELOA1_HUMAN	8430853.628	7903673.435	7928312.432	8030458.554	7320677.785	7615368.81
Q96FF9	CDCA5_HUMAN	10594060.38	9830819.34	9246752.784	10394912.1	9858187.812	9004011.237
Q19842	PCCA_CAEEL	16093219.04	17727850.29	17509514.31	23796749.14	23659519.06	22159725.7
P53319	6PGD2_YEAST	23352159.77	21006921.45	23295224.4	13741697.16	11493017.64	15540649.31
O45148	O45148_CAEEL	19020978.51	18257211.38	16091509.56	23893996.5	24851851.53	24584973.04
Q00535	CDK5_HUMAN	3300916.676	3270458.911	2760242.98	3437302.986	3616333.243	3117877.52
G5EE11	G5EE11_CAEEL	3820150.671	3702442.206	4140142.92	4353620.632	4552510.5	4491737.501
